ID;Genero;rango_edad;distrito;nivel_educativo;situacion_laboral;nivel_socioeconomico;variedad_productos_financieros;conceptos_ahorro;Tarjeto de Debito;depósitos en cuentas de ahorro/corriente;Préstamos personales;Tarjeta de crédito;Compras en cuotas con tarjeta de crédito;No he utilizado ninguno;prestamos_garantia;inversion_fondos_comunes;diferencias_creditos;leasing;arrendamiento_financiero;creditos_educativos;ventajas_desventajas;menores_edad;mayores_edad;responsable_desiciones;presupuesto;presupuesto_familiar;plan_presupuesto_familiar
1702;Femenino;18 - 25 años;Distrito 7;Educación universitaria;Empleado a tiempo parcial;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No estoy seguro/a;Si;No estoy seguro/a;No estoy seguro/a;Si;Si;2;3;Yo mismo/a;No;Si;Nunca
1703;Femenino;18 - 25 años;Distrito 7;Educación secundaria;Otro;Medio;No estoy seguro/a;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No estoy seguro/a;No;No;No estoy seguro/a;No;3;1;Otro;No estoy seguro/a;No;No tengo un plan
1704;Masculino;26 - 39 años;Distrito 7;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;No;Si;No estoy seguro/a;Si;No;Si;1;2;Yo mismo/a;Si;Si;Algunas veces
1705;Masculino;26 - 39 años;Distrito 7;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No;No;Si;No estoy seguro/a;Si;Si;2;Ninguna;Yo mismo/a;Si;Si;Algunas veces
1706;Femenino;26 - 39 años;Distrito 7;Educación universitaria;Estudiante;Bajo;No estoy seguro/a;No;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No;No;No;No;No estoy seguro/a;1;2;Yo mismo/a;No estoy seguro/a;No;No tengo un plan
1707;Masculino;40 años o más;Distrito 7;Educación secundaria;Autónomo;Medio;Si;No estoy seguro/a;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;No;No;No;No;Si;No;2;3;Ambos, en colaboración;Si;No;No tengo un plan
1708;Femenino;26 - 39 años;Distrito 7;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;No;Si;Si;No;Si;Si;Si;Ninguno;1;Yo mismo/a;Si;Si;La mayoría de las veces
1709;Femenino;40 años o más;Distrito 7;Educación técnica o profesional;Autónomo;Medio;No;No estoy seguro/a;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No estoy seguro/a;2;3;Ambos, en colaboración;No;No;Nunca
1710;Femenino;26 - 39 años;Distrito 7;Educación universitaria;Empleado a tiempo completo;Medio;No estoy seguro/a;No estoy seguro/a;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;Si;Ninguno;1;Ambos, en colaboración;Si;Si;La mayoría de las veces
1711;Masculino;26 - 39 años;Distrito 7;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;1;1;Ambos, en colaboración;Si;Si;La mayoría de las veces
1712;Masculino;40 años o más;Distrito 7;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;Ninguno;1;Ambos, en colaboración;Si;Si;Algunas veces
1713;Femenino;40 años o más;Distrito 7;Educación técnica o profesional;Empleado a tiempo parcial;Medio;No;No estoy seguro/a;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;1;1;Mi cónyuge o pareja;Si;Si;Algunas veces
1714;Femenino;40 años o más;Distrito 7;Postgrado;Empleado a tiempo completo;Alto;Si;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;No estoy seguro/a;1;3;Yo mismo/a;Si;Si;La mayoría de las veces
1715;Masculino;26 - 39 años;Distrito 7;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;No;Si;Si;Si;Ninguno;1;Ambos, en colaboración;Si;Si;Algunas veces
1716;Femenino;26 - 39 años;Distrito 7;Educación técnica o profesional;Estudiante;Medio;No estoy seguro/a;No estoy seguro/a;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;1;2;Yo mismo/a;Si;Si;La mayoría de las veces
1717;Femenino;26 - 39 años;Distrito 7;Educación secundaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;No;No;No;No;No;Si;1;Ninguna;Mi cónyuge o pareja;Si;Si;Siempre
1718;Masculino;26 - 39 años;Distrito 7;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;1;1;Mi cónyuge o pareja;Si;Si;La mayoría de las veces
1719;Masculino;18 - 25 años;Distrito 7;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;1;2;Yo mismo/a;Si;Si;Algunas veces
1720;Femenino;26 - 39 años;Distrito 7;Educación universitaria;Autónomo;Alto;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;No;Si;3;2;Yo mismo/a;Si;Si;Siempre
1721;Femenino;40 años o más;Distrito 7;Educación secundaria;Autónomo;Medio;No;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;1;Ninguna;Yo mismo/a;No estoy seguro/a;Si;Algunas veces
1722;Masculino;18 - 25 años;Distrito 7;Educación universitaria;Estudiante;Medio;No estoy seguro/a;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;No estoy seguro/a;No;Si;No estoy seguro/a;No estoy seguro/a;2;3;Yo mismo/a;Si;Si;La mayoría de las veces
1724;Femenino;40 años o más;Distrito 7;Educación universitaria;Autónomo;Alto;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;No estoy seguro/a;Si;Si;Si;Si;Si;1;3;Ambos, en colaboración;Si;Si;La mayoría de las veces
1725;Masculino;18 - 25 años;Distrito 7;Educación universitaria;Estudiante;Medio;Si;Si;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;2;2;Yo mismo/a;Si;Si;Algunas veces
1726;Masculino;26 - 39 años;Distrito 7;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;1;2;Ambos, en colaboración;Si;Si;Algunas veces
1727;Masculino;18 - 25 años;Distrito 7;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;Si;No;Si;Si;No estoy seguro/a;Si;Ninguno;3;Yo mismo/a;Si;Si;Algunas veces
1728;Femenino;26 - 39 años;Distrito 7;Educación secundaria;Empleado a tiempo parcial;Alto;Si;Si;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;No;No estoy seguro/a;Si;No;No;No estoy seguro/a;No;1;2;Yo mismo/a;No estoy seguro/a;No estoy seguro/a;No tengo un plan
1729;Femenino;26 - 39 años;Distrito 7;Educación técnica o profesional;Empleado a tiempo completo;Alto;Si;Si;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;2;3;Ambos, en colaboración;Si;Si;Siempre
1730;Femenino;26 - 39 años;Distrito 7;Educación universitaria;Empleado a tiempo parcial;Medio;No;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No estoy seguro/a;Si;No;No estoy seguro/a;No;No estoy seguro/a;No estoy seguro/a;Ninguno;2;Mi cónyuge o pareja;Si;No estoy seguro/a;No tengo un plan
1731;Femenino;40 años o más;Distrito 7;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;No;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No estoy seguro/a;Si;No estoy seguro/a;No estoy seguro/a;Si;No estoy seguro/a;1;3;Yo mismo/a;Si;Si;La mayoría de las veces
1733;Femenino;26 - 39 años;Distrito 7;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;Si;1;3;Yo mismo/a;Si;No estoy seguro/a;Siempre
1734;Masculino;40 años o más;Distrito 7;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;No;Si;Si;Si;Si;Si;Si;Ninguno;1;Ambos, en colaboración;No;No;Nunca
1735;Masculino;40 años o más;Distrito 7;Postgrado;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;No;No;No;Si;Si;1;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
1736;Femenino;40 años o más;Distrito 7;Postgrado;Autónomo;Medio;Si;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;No;No;Si;No;1;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
1737;Masculino;26 - 39 años;Distrito 7;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;No;No;No;No;3;3;Yo mismo/a;Si;Si;La mayoría de las veces
1738;Masculino;26 - 39 años;Distrito 7;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;No;Si;Si;No;No;Si;Ninguno;3;Otro;Si;Si;La mayoría de las veces
1739;Masculino;26 - 39 años;Distrito 7;Educación universitaria;Autónomo;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No;Si;Si;No;No estoy seguro/a;Si;Si;Ninguno;3;Ambos, en colaboración;Si;Si;La mayoría de las veces
1740;Masculino;18 - 25 años;Distrito 7;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;No;Si;Si;Si;Ninguno;Ninguna;Yo mismo/a;Si;Si;Siempre
1741;Masculino;40 años o más;Distrito 7;Educación universitaria;Desempleado;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No;Si;Si;Si;No;Si;1;3;Ambos, en colaboración;Si;Si;La mayoría de las veces
1742;Femenino;40 años o más;Distrito 7;Educación secundaria;Autónomo;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;Si;No;No;No estoy seguro/a;No;No estoy seguro/a;1;3;Yo mismo/a;Si;No;No tengo un plan
1743;Femenino;26 - 39 años;Distrito 7;Postgrado;Autónomo;Medio;Si;Si;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;No estoy seguro/a;Si;Si;1;2;Ambos, en colaboración;Si;Si;Siempre
1744;Masculino;40 años o más;Distrito 7;Educación secundaria;Empleado a tiempo parcial;Medio;Si;Si;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;1;2;Mi cónyuge o pareja;Si;Si;Siempre
1745;Femenino;18 - 25 años;Distrito 7;Educación secundaria;Empleado a tiempo completo;Bajo;No;Si;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Si;No estoy seguro/a;Si;No estoy seguro/a;No estoy seguro/a;No;Si;3;Ninguna;Yo mismo/a;No;No;Siempre
1746;Masculino;18 - 25 años;Distrito 7;Educación secundaria;Estudiante;Medio;Si;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;No;No estoy seguro/a;No;No estoy seguro/a;No;Si;Ninguno;3;Ambos, en colaboración;Si;Si;Algunas veces
1747;Femenino;18 - 25 años;Distrito 7;Educación universitaria;Estudiante;Medio;No estoy seguro/a;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;Ninguno;Ninguna;Ambos, en colaboración;Si;Si;Siempre
1748;Femenino;26 - 39 años;Distrito 7;Educación secundaria;Autónomo;Alto;Si;Si;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;2;3;Ambos, en colaboración;Si;Si;Algunas veces
1749;Femenino;26 - 39 años;Distrito 7;Educación secundaria;Estudiante;Medio;No;No;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;Si;No;No;No;No;No;1;1;Mi cónyuge o pareja;No estoy seguro/a;No estoy seguro/a;Algunas veces
1750;Femenino;18 - 25 años;Distrito 7;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;Si;No estoy seguro/a;No estoy seguro/a;1;3;Ambos, en colaboración;Si;Si;La mayoría de las veces
1751;Femenino;26 - 39 años;Distrito 7;Postgrado;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No;No;No;No;No;Si;Ninguno;1;Yo mismo/a;Si;Si;La mayoría de las veces
1752;Femenino;18 - 25 años;Distrito 7;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;No estoy seguro/a;1;2;Yo mismo/a;Si;Si;Siempre
1753;Masculino;18 - 25 años;Distrito 7;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;Si;Si;Si;No;Ninguno;Ninguna;Yo mismo/a;Si;Si;Siempre
1754;Femenino;18 - 25 años;Distrito 7;Educación universitaria;Estudiante;Medio;No estoy seguro/a;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;2;2;Otro;No estoy seguro/a;No estoy seguro/a;Algunas veces
1755;Masculino;18 - 25 años;Distrito 10;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No;Si;No;No;No;Si;Si;2;2;Otro;Si;Si;La mayoría de las veces
1756;Masculino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;Si;No estoy seguro/a;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;Si;Si;No estoy seguro/a;No;Si;Si;1;2;Otro;Si;No estoy seguro/a;La mayoría de las veces
1757;Femenino;40 años o más;Distrito 10;Educación técnica o profesional;Jubilado;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;Si;No;Si;No;Si;Si;Si;Ninguno;1;Yo mismo/a;Si;Si;La mayoría de las veces
1758;Femenino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;No;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No estoy seguro/a;No;No;Ninguno;3;Yo mismo/a;Si;Si;Siempre
1759;Femenino;26 - 39 años;Distrito 10;Educación técnica o profesional;Autónomo;Medio;Si;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No;No;No;No estoy seguro/a;No;1;2;Yo mismo/a;Si;No;No tengo un plan
1760;Femenino;40 años o más;Distrito 10;Educación técnica o profesional;Empleado a tiempo parcial;Medio;No;Si;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;Si;No;Si;No;No;Si;Si;1;2;Ambos, en colaboración;Si;Si;Siempre
1761;Femenino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;No;No;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No estoy seguro/a;No;No;No estoy seguro/a;Ninguno;3;Yo mismo/a;No;No estoy seguro/a;No tengo un plan
1762;Masculino;40 años o más;Distrito 10;Educación universitaria;Autónomo;Bajo;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;Si;Si;No;No;No estoy seguro/a;Si;No estoy seguro/a;3;Ninguna;Ambos, en colaboración;No;No;Algunas veces
1763;Femenino;26 - 39 años;Distrito 10;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;No;No;Si;No;No;Si;No;2;2;Mi cónyuge o pareja;Si;Si;La mayoría de las veces
1764;Masculino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;No estoy seguro/a;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;No estoy seguro/a;No estoy seguro/a;Si;Si;Ninguno;1;Yo mismo/a;Si;No estoy seguro/a;Algunas veces
1765;Femenino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;Si;No estoy seguro/a;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No estoy seguro/a;No;No estoy seguro/a;Si;Si;1;3;Yo mismo/a;No estoy seguro/a;Si;Algunas veces
1766;Masculino;26 - 39 años;Distrito 10;Educación universitaria;Estudiante;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;No estoy seguro/a;Ninguno;Ninguna;Yo mismo/a;Si;Si;Siempre
1767;Masculino;18 - 25 años;Distrito 10;Educación universitaria;Desempleado;Medio;No estoy seguro/a;No;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;2;3;Yo mismo/a;No;No;No tengo un plan
1768;Masculino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No;No;No estoy seguro/a;Si;Si;2;3;Yo mismo/a;Si;Si;La mayoría de las veces
1769;Masculino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Alto;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;3;2;Yo mismo/a;Si;Si;Siempre
1770;Masculino;26 - 39 años;Distrito 10;Educación universitaria;Empleado a tiempo completo;Bajo;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;No;Si;Si;No estoy seguro/a;No estoy seguro/a;1;3;Ambos, en colaboración;No;No;No tengo un plan
1771;Masculino;18 - 25 años;Distrito 10;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;Ninguno;2;Otro;Si;Si;La mayoría de las veces
1772;Femenino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;No estoy seguro/a;No estoy seguro/a;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No;No;No;No;3;2;Otro;Si;Si;La mayoría de las veces
1773;Femenino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;No estoy seguro/a;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;No estoy seguro/a;Si;Si;No estoy seguro/a;No estoy seguro/a;2;3;Otro;No estoy seguro/a;No estoy seguro/a;Algunas veces
1774;Femenino;26 - 39 años;Distrito 10;Educación técnica o profesional;Empleado a tiempo parcial;Medio;No;Si;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;No estoy seguro/a;Si;No estoy seguro/a;No;No;No;No;3;2;Ambos, en colaboración;Si;Si;Algunas veces
1775;Masculino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;2;3;Otro;Si;No;La mayoría de las veces
1776;Masculino;18 - 25 años;Distrito 10;Educación técnica o profesional;Empleado a tiempo parcial;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;Si;No;No;No;No;Ninguno;2;Yo mismo/a;Si;Si;La mayoría de las veces
1777;Femenino;18 - 25 años;Distrito 10;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;Si;No;No;No;Si;No;3;2;Yo mismo/a;No;No;No tengo un plan
1778;Femenino;18 - 25 años;Distrito 10;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No;No;No estoy seguro/a;No estoy seguro/a;1;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
1779;Masculino;40 años o más;Distrito 10;Educación universitaria;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;Si;No;No;Si;1;3;Yo mismo/a;Si;No;No tengo un plan
1780;Femenino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;No;No estoy seguro/a;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;No estoy seguro/a;No;No estoy seguro/a;No estoy seguro/a;Ninguno;3;Otro;Si;Si;La mayoría de las veces
1781;Masculino;40 años o más;Distrito 10;Postgrado;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;No;No;No;Si;Si;Ninguno;2;Mi cónyuge o pareja;Si;Si;La mayoría de las veces
1782;Femenino;40 años o más;Distrito 10;Educación universitaria;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;No estoy seguro/a;No;No estoy seguro/a;No;Si;Si;No estoy seguro/a;Ninguno;1;Yo mismo/a;Si;Si;La mayoría de las veces
1783;Femenino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;No;No;No estoy seguro/a;No;Ninguno;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
1784;Masculino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;Ninguno;1;Otro;Si;No estoy seguro/a;Algunas veces
1785;Femenino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;No estoy seguro/a;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;Si;No;No;No estoy seguro/a;No estoy seguro/a;1;3;Otro;Si;Si;La mayoría de las veces
1786;Femenino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No;No;No;No;No;Si;Ninguno;2;Yo mismo/a;Si;Si;La mayoría de las veces
1787;Masculino;18 - 25 años;Distrito 10;Educación técnica o profesional;Empleado a tiempo completo;Medio;No;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;Si;No;No;Si;Si;Ninguno;1;Yo mismo/a;No;No;Nunca
1788;Femenino;18 - 25 años;Distrito 10;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No;No estoy seguro/a;No;No;No;Si;1;3;Otro;Si;Si;Algunas veces
1789;Masculino;26 - 39 años;Distrito 10;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No;No;No estoy seguro/a;No;No estoy seguro/a;Ninguno;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
1790;Masculino;26 - 39 años;Distrito 10;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No estoy seguro/a;No;No;No;No;No estoy seguro/a;No estoy seguro/a;Ninguno;1;Ambos, en colaboración;Si;Si;La mayoría de las veces
1791;Masculino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;No estoy seguro/a;No estoy seguro/a;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;3;2;Otro;Si;No estoy seguro/a;No tengo un plan
1792;Masculino;18 - 25 años;Distrito 10;Educación universitaria;Desempleado;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No;No;No;No estoy seguro/a;Si;Ninguno;Ninguna;Yo mismo/a;Si;Si;No tengo un plan
1793;Masculino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;Si;No;Si;No;1;2;Ambos, en colaboración;Si;No;Siempre
1794;Femenino;18 - 25 años;Distrito 10;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;No;Si;No;Ninguno;Ninguna;Yo mismo/a;No;No;No tengo un plan
1795;Femenino;18 - 25 años;Distrito 10;Educación universitaria;Estudiante;Medio;No;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;No estoy seguro/a;No estoy seguro/a;Si;Si;No estoy seguro/a;No estoy seguro/a;3;2;Yo mismo/a;No estoy seguro/a;No;Algunas veces
1796;Masculino;18 - 25 años;Distrito 10;Educación secundaria;Estudiante;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;Ninguno;3;Otro;Si;No;Nunca
1797;Masculino;18 - 25 años;Distrito 10;Educación universitaria;Autónomo;Alto;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;No estoy seguro/a;Si;No estoy seguro/a;No;No;Si;Si;Ninguno;2;Yo mismo/a;Si;Si;Siempre
1798;Masculino;18 - 25 años;Distrito 10;Educación secundaria;Estudiante;Alto;No estoy seguro/a;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No;No;Si;1;3;Yo mismo/a;Si;No estoy seguro/a;La mayoría de las veces
